hamming_distance,strict_threshold_match,split_pair,class_name,path_a,path_b,leaf_id_a,leaf_id_b,involves_unmapped_leaf
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\4d86882b-9b59-4c28-a7c7-4b6bd43de3f7___UF.Citrus_HLB_Lab 1452.JPG,val\Orange___Haunglongbing_(Citrus_greening)\fc882100-e442-420a-a19d-9e87f215f85f___UF.Citrus_HLB_Lab 1494.JPG,Orange___Haunglongbing_(Citrus_greening):::92.0,Orange___Haunglongbing_(Citrus_greening):::94.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\4fd2b622-36f6-454c-ba76-d5e89a2280d1___CREC_HLB 4277.JPG,train\Orange___Haunglongbing_(Citrus_greening)\c7913cc4-8bdd-4c80-88c7-3447ffa5c9df___CREC_HLB 4665.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_103.0,Orange___Haunglongbing_(Citrus_greening):::OCT_199.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\50ea6eb1-ea91-406c-bceb-e3b923d56dbd___CREC_HLB 7849.JPG,train\Orange___Haunglongbing_(Citrus_greening)\51ac236c-10bb-43c6-9607-abba329f9bb7___CREC_HLB 4734.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_821.0,Orange___Haunglongbing_(Citrus_greening):::OCT_216.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\51261d8f-53bd-4c89-8ae6-18b15a32b961___UF.Citrus_HLB_Lab 0197.JPG,val\Orange___Haunglongbing_(Citrus_greening)\14578d3e-c4a7-464b-9b0b-1236fcda4dda___UF.Citrus_HLB_Lab 1223.JPG,Orange___Haunglongbing_(Citrus_greening):::18.0,Orange___Haunglongbing_(Citrus_greening):::77.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\52367b7e-890a-4f31-8853-60057a171a82___UF.Citrus_HLB_Lab 9870.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2f1a793b-2e10-4f98-a4d0-a9e1aa955f86___UF.Citrus_HLB_Lab 1221.JPG,Orange___Haunglongbing_(Citrus_greening):::135.0,Orange___Haunglongbing_(Citrus_greening):::77.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\525ea3e3-a085-417e-873b-f34bd50b1dcd___UF.Citrus_HLB_Lab 1062.JPG,train\Orange___Haunglongbing_(Citrus_greening)\5fe0a249-6c83-4f23-97bc-f5259ae87bdf___UF.Citrus_HLB_Lab 0281.JPG,Orange___Haunglongbing_(Citrus_greening):::66.0,Orange___Haunglongbing_(Citrus_greening):::23.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\536740f8-3c35-43a6-bc42-9ebf8a4edfc1___CREC_HLB 5401.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ec291e22-b93d-4d45-9241-87b66ef44072___CREC_HLB 4779.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_382.0,Orange___Haunglongbing_(Citrus_greening):::OCT_227.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\53abc124-63f8-43d7-9a76-a215f9f29ddb___CREC_HLB 6786.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ae6d9ab6-6c7d-48ee-b85f-8cc2026d79a4___CREC_HLB 6790.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_558.0,Orange___Haunglongbing_(Citrus_greening):::OCT_559.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\57546099-9d43-46ed-907a-8ac0d76d9e71___CREC_HLB 4120.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2c1bbde0-447e-4dd2-baa9-cd870ef415c8___CREC_HLB 4582.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_64.0,Orange___Haunglongbing_(Citrus_greening):::OCT_179.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\57e070eb-1bed-4042-8d16-096a28c36e69___UF.Citrus_HLB_Lab 0816.JPG,train\Orange___Haunglongbing_(Citrus_greening)\5fe0a249-6c83-4f23-97bc-f5259ae87bdf___UF.Citrus_HLB_Lab 0281.JPG,Orange___Haunglongbing_(Citrus_greening):::51.0,Orange___Haunglongbing_(Citrus_greening):::23.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5c1f0d54-7aa3-4481-a5bb-beb749a01014___CREC_HLB 7172.JPG,train\Orange___Haunglongbing_(Citrus_greening)\6fcde7f5-876b-4b8a-87ea-4ff00f82e48e___CREC_HLB 7868.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_654.0,Orange___Haunglongbing_(Citrus_greening):::OCT_826.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5d8bc662-a4e9-4280-98d4-f0715cb7290c___CREC_HLB 5269.JPG,train\Orange___Haunglongbing_(Citrus_greening)\1e6c9050-90ae-4434-9bbb-8dc135e17e9a___CREC_HLB 5301.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_349.0,Orange___Haunglongbing_(Citrus_greening):::OCT_357.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5db1682c-5479-4b9c-9b7b-f0af86ebd520___CREC_HLB 4236.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2cba74b9-b924-4791-87fa-75d35323cfaf___CREC_HLB 5299.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_93.0,Orange___Haunglongbing_(Citrus_greening):::OCT_357.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5db1682c-5479-4b9c-9b7b-f0af86ebd520___CREC_HLB 4236.JPG,val\Orange___Haunglongbing_(Citrus_greening)\92012192-1af1-45f9-92ec-797cae6768cc___CREC_HLB 4664.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_93.0,Orange___Haunglongbing_(Citrus_greening):::OCT_199.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\5fb67cb6-c318-4119-a545-de6fe46afc81___CREC_HLB 4032.JPG,train\Orange___Haunglongbing_(Citrus_greening)\4bf406d5-11f6-4caa-946c-1ef6f0735a81___CREC_HLB 3941.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_42.0,Orange___Haunglongbing_(Citrus_greening):::OCT_19.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\637e1c73-adaa-48f5-bb66-591af98a99db___CREC_HLB 5213.JPG,val\Orange___Haunglongbing_(Citrus_greening)\e069c319-56a1-48f9-80ef-40c73ba59e4e___CREC_HLB 6628.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_335.0,Orange___Haunglongbing_(Citrus_greening):::OCT_518.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\69029a12-10c2-4fcb-a926-7ec040956ca9___UF.Citrus_HLB_Lab 1388.JPG,train\Orange___Haunglongbing_(Citrus_greening)\3da60361-29ba-4237-b165-a3a5d91b2162___UF.Citrus_HLB_Lab 1353.JPG,Orange___Haunglongbing_(Citrus_greening):::89.0,Orange___Haunglongbing_(Citrus_greening):::86.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\6c2d9744-d693-492a-9907-ab4a7ac00b23___UF.Citrus_HLB_Lab 1163.JPG,train\Orange___Haunglongbing_(Citrus_greening)\5074d213-ad0a-4cd4-9075-72c69460fd3f___UF.Citrus_HLB_Lab 1200.JPG,Orange___Haunglongbing_(Citrus_greening):::73.0,Orange___Haunglongbing_(Citrus_greening):::76.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\6cc74908-516d-4990-93bd-2fefd117c965___UF.Citrus_HLB_Lab 0193.JPG,val\Orange___Haunglongbing_(Citrus_greening)\fdf012b4-2c83-4ed2-b385-821133c34a88___UF.Citrus_HLB_Lab 0285.JPG,Orange___Haunglongbing_(Citrus_greening):::18.0,Orange___Haunglongbing_(Citrus_greening):::23.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7425a4f2-8af1-4a75-bc8d-c646a7768871___UF.Citrus_HLB_Lab 1038.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ca4f0a61-5c1e-4bbf-b0a4-dcc0adfb6b99___UF.Citrus_HLB_Lab 1207.JPG,Orange___Haunglongbing_(Citrus_greening):::64.0,Orange___Haunglongbing_(Citrus_greening):::76.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\764b579b-fb83-475b-b941-cbfc8a90eee1___CREC_HLB 6457.JPG,train\Orange___Haunglongbing_(Citrus_greening)\fdcf6e05-d8af-4762-b869-cc54b59aa0d8___CREC_HLB 6697.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_475.0,Orange___Haunglongbing_(Citrus_greening):::OCT_535.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\765036b5-a532-4a8c-ba2d-2a409d4d8254___CREC_HLB 6506.JPG,train\Orange___Haunglongbing_(Citrus_greening)\782f8420-ef79-487e-b62f-a7225e1c4872___CREC_HLB 4045.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_488.0,Orange___Haunglongbing_(Citrus_greening):::OCT_45.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\76dde262-cad0-4474-b6b2-9edac68e36e0___CREC_HLB 3967.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2cba74b9-b924-4791-87fa-75d35323cfaf___CREC_HLB 5299.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_26.0,Orange___Haunglongbing_(Citrus_greening):::OCT_357.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\771e954b-6188-4fe4-9e17-e7f2cd8f9297___CREC_HLB 5310.JPG,train\Orange___Haunglongbing_(Citrus_greening)\fdcf6e05-d8af-4762-b869-cc54b59aa0d8___CREC_HLB 6697.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_359.0,Orange___Haunglongbing_(Citrus_greening):::OCT_535.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7a8a1391-3735-41f3-9eec-26cc6a441eff___CREC_HLB 4135.JPG,val\Orange___Haunglongbing_(Citrus_greening)\28cb919e-3680-4b7f-ab66-4bfe1c808326___CREC_HLB 4257.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_68.0,Orange___Haunglongbing_(Citrus_greening):::OCT_98.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7cd1b122-6c28-483d-8be8-59c5704baf8e___CREC_HLB 5192.JPG,train\Orange___Haunglongbing_(Citrus_greening)\7788fe9a-4310-4204-b1c0-8c9eef2db545___CREC_HLB 6763.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_330.0,Orange___Haunglongbing_(Citrus_greening):::OCT_552.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7f7eb3a0-819f-4c6d-a46c-ba168a664b66___CREC_HLB 4493.JPG,val\Orange___Haunglongbing_(Citrus_greening)\2400d1a1-ff98-40e4-ab16-28f91621cac9___CREC_HLB 7879.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_156.0,Orange___Haunglongbing_(Citrus_greening):::OCT_828.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7f8b9fad-e270-4ccc-8334-1315a19680ed___UF.Citrus_HLB_Lab 9974.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e9b759dd-7f47-4228-9fcd-e86676665e5b___UF.Citrus_HLB_Lab 1213.JPG,Orange___Haunglongbing_(Citrus_greening):::146.0,Orange___Haunglongbing_(Citrus_greening):::77.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\7ff17bb9-66bc-4bbe-b599-63eb4bcc8982___CREC_HLB 5355.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e5e2cdea-35bb-4833-a48a-88bfdf0e9ab0___CREC_HLB 7571.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_371.0,Orange___Haunglongbing_(Citrus_greening):::OCT_752.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\806af371-db34-4750-a8b0-1e03a1fc220c___UF.Citrus_HLB_Lab 0199.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2a9dc690-fc4d-4436-bb74-e943f3736078___UF.Citrus_HLB_Lab 1050.JPG,Orange___Haunglongbing_(Citrus_greening):::18.0,Orange___Haunglongbing_(Citrus_greening):::65.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\82a73e58-9b60-4ba9-ad65-4035880a28cc___CREC_HLB 4983.JPG,train\Orange___Haunglongbing_(Citrus_greening)\aee9ae38-8518-4279-bddd-0fea453e4dd9___CREC_HLB 5415.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_278.0,Orange___Haunglongbing_(Citrus_greening):::OCT_386.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\8489a0c2-cedb-430c-8471-e9f0d5fe3cce___UF.Citrus_HLB_Lab 9859.JPG,train\Orange___Haunglongbing_(Citrus_greening)\c4dfb655-344e-457c-8992-1437ce8ed31a___CREC_HLB 4750.JPG,Orange___Haunglongbing_(Citrus_greening):::134.0,Orange___Haunglongbing_(Citrus_greening):::OCT_220.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\857a7d3c-b788-4465-89e4-fd87bcab5fa3___CREC_HLB 4320.JPG,val\Orange___Haunglongbing_(Citrus_greening)\73e92a13-59d7-4641-8700-e85b543e74f1___CREC_HLB 6930.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_113.0,Orange___Haunglongbing_(Citrus_greening):::OCT_593.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\8787bebf-5418-4a78-b36d-a01914ae919f___UF.Citrus_HLB_Lab 1068.JPG,train\Orange___Haunglongbing_(Citrus_greening)\379fba2e-2f85-4161-aa68-fbc2038a2394___UF.Citrus_HLB_Lab 9907.JPG,Orange___Haunglongbing_(Citrus_greening):::66.0,Orange___Haunglongbing_(Citrus_greening):::139.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\8b60ed4e-c2ca-43a6-9eda-558655091095___CREC_HLB 4415.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ac23c8e7-5320-4440-acef-04f67d53a8b3___CREC_HLB 7611.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_137.0,Orange___Haunglongbing_(Citrus_greening):::OCT_762.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\8e565ff7-ba07-426a-972a-4279c856f6fd___CREC_HLB 5692.JPG,train\Orange___Haunglongbing_(Citrus_greening)\602b8003-bcd2-4c4c-bcae-dd29c0b81408___CREC_HLB 7869.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_454.0,Orange___Haunglongbing_(Citrus_greening):::OCT_826.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\8f7cf927-0d79-41ef-9ac0-a4de8373effa___CREC_HLB 4217.JPG,train\Orange___Haunglongbing_(Citrus_greening)\af19a087-fbf4-45c3-b777-72a15fd245a6___CREC_HLB 5417.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_88.0,Orange___Haunglongbing_(Citrus_greening):::OCT_386.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\902227ce-0661-433d-884b-82578b3ff9a0___CREC_HLB 4171.JPG,train\Orange___Haunglongbing_(Citrus_greening)\35f16024-14f3-43d6-8e35-8acf193f5753___CREC_HLB 6402.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_77.0,Orange___Haunglongbing_(Citrus_greening):::OCT_462.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\92a8c5ea-a129-4b4c-b31b-224a513c1648___CREC_HLB 4097.JPG,train\Orange___Haunglongbing_(Citrus_greening)\bb1b4b11-a741-4dd9-8fcf-d45a0c464e22___CREC_HLB 6472.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_58.0,Orange___Haunglongbing_(Citrus_greening):::OCT_479.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\96d710d7-3fb0-4d25-87df-8b215599000b___UF.Citrus_HLB_Lab 0251.JPG,train\Orange___Haunglongbing_(Citrus_greening)\f4bd9cd4-d1df-4dd7-a12a-c41520b1e079___UF.Citrus_HLB_Lab 9826.JPG,Orange___Haunglongbing_(Citrus_greening):::21.0,Orange___Haunglongbing_(Citrus_greening):::131.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\9acd639b-48d2-43ca-b677-e3ce89296be5___CREC_HLB 5552.JPG,train\Orange___Haunglongbing_(Citrus_greening)\9b0a8e84-2627-46f1-b977-6b7fb5132e4a___CREC_HLB 4044.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_420.0,Orange___Haunglongbing_(Citrus_greening):::OCT_45.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\9b92a4a6-e2d9-4de1-bee2-0b78586212a5___UF.Citrus_HLB_Lab 9894.JPG,train\Orange___Haunglongbing_(Citrus_greening)\9a2e0736-7a18-477a-8733-3d26b9fc0f82___UF.Citrus_HLB_Lab 1214.JPG,Orange___Haunglongbing_(Citrus_greening):::138.0,Orange___Haunglongbing_(Citrus_greening):::77.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\9b95a55c-1769-4023-a5cd-a5f0b7abb299___CREC_HLB 5526.JPG,train\Orange___Haunglongbing_(Citrus_greening)\46fb743d-4aec-4f15-82b6-0bf558f4fb77___CREC_HLB 4662.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_413.0,Orange___Haunglongbing_(Citrus_greening):::OCT_199.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\9c7ce91d-dce6-4aa4-8330-af5ae3fe945e___CREC_HLB 7802.JPG,train\Orange___Haunglongbing_(Citrus_greening)\836f124c-c420-40d0-9101-f888ce2b6aea___CREC_HLB 4777.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_809.0,Orange___Haunglongbing_(Citrus_greening):::OCT_227.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\9c7ce91d-dce6-4aa4-8330-af5ae3fe945e___CREC_HLB 7802.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e5e2cdea-35bb-4833-a48a-88bfdf0e9ab0___CREC_HLB 7571.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_809.0,Orange___Haunglongbing_(Citrus_greening):::OCT_752.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\9da84c41-f7ba-463a-b268-3c0e2b383f7c___CREC_HLB 4988.JPG,train\Orange___Haunglongbing_(Citrus_greening)\69098935-5378-4a6f-aad0-dc1d67f0350b___CREC_HLB 4616.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_279.0,Orange___Haunglongbing_(Citrus_greening):::OCT_187.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\a28855c0-0d61-4a1e-8ec7-34d9de50e4ad___CREC_HLB 7440.JPG,train\Orange___Haunglongbing_(Citrus_greening)\5e7ff7af-57cb-4140-a5df-2cadc0ebe578___CREC_HLB 7633.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_720.0,Orange___Haunglongbing_(Citrus_greening):::OCT_767.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\a601a68e-9991-4767-b35d-34645b9834e3___CREC_HLB 4569.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e5e2cdea-35bb-4833-a48a-88bfdf0e9ab0___CREC_HLB 7571.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_175.0,Orange___Haunglongbing_(Citrus_greening):::OCT_752.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\a6ede709-c584-4a6c-81fa-34b90704f1a6___UF.Citrus_HLB_Lab 0970.JPG,train\Orange___Haunglongbing_(Citrus_greening)\935b40b1-1a2e-422a-b8bf-ad37b73a66d7___UF.Citrus_HLB_Lab 0104.JPG,Orange___Haunglongbing_(Citrus_greening):::60.0,Orange___Haunglongbing_(Citrus_greening):::11.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\a868c3ef-7942-48cf-a8c4-af449e7dfa2d___CREC_HLB 5500.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2be534b7-1fa0-4120-980c-3233be0e1d95___CREC_HLB 4256.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_407.0,Orange___Haunglongbing_(Citrus_greening):::OCT_98.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\a8b7366c-d0f5-4b52-97fc-c0441c61fa22___CREC_HLB 7081.JPG,train\Orange___Haunglongbing_(Citrus_greening)\46fb743d-4aec-4f15-82b6-0bf558f4fb77___CREC_HLB 4662.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_631.0,Orange___Haunglongbing_(Citrus_greening):::OCT_199.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\abcbc826-aa9d-4efa-b3d5-e36216fa3cd7___CREC_HLB 4391.JPG,train\Orange___Haunglongbing_(Citrus_greening)\df407211-3d91-4a05-a158-bb0ad7a27630___CREC_HLB 5576.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_131.0,Orange___Haunglongbing_(Citrus_greening):::OCT_426.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\b648bfd5-f3f7-4849-b3a6-3a6a10c48807___CREC_HLB 4116.JPG,train\Orange___Haunglongbing_(Citrus_greening)\51ac236c-10bb-43c6-9607-abba329f9bb7___CREC_HLB 4734.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_63.0,Orange___Haunglongbing_(Citrus_greening):::OCT_216.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\b861cb0f-3d26-4dfa-9796-1306037a458b___CREC_HLB 5307.JPG,train\Orange___Haunglongbing_(Citrus_greening)\2cba74b9-b924-4791-87fa-75d35323cfaf___CREC_HLB 5299.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_359.0,Orange___Haunglongbing_(Citrus_greening):::OCT_357.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\b8672a7e-6166-4964-ae13-016bc87c794f___CREC_HLB 7804.JPG,train\Orange___Haunglongbing_(Citrus_greening)\1374c925-cc1b-4bd5-b701-47eef6398587___CREC_HLB 5263.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_810.0,Orange___Haunglongbing_(Citrus_greening):::OCT_348.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\c2170b6c-9003-49bc-a3aa-3d9e3a42657b___CREC_HLB 5527.JPG,train\Orange___Haunglongbing_(Citrus_greening)\f0d185ab-2eed-4068-a78b-09a642e87f3b___CREC_HLB 5579.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_413.0,Orange___Haunglongbing_(Citrus_greening):::OCT_426.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\c230f1d9-95ed-420a-bbf5-c8060cdedc4c___CREC_HLB 7709.JPG,train\Orange___Haunglongbing_(Citrus_greening)\caa816c9-496e-42d9-9aa3-74140d107574___CREC_HLB 7077.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_786.0,Orange___Haunglongbing_(Citrus_greening):::OCT_630.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\c29ec99a-367b-424a-890e-5065842d42eb___CREC_HLB 5108.JPG,train\Orange___Haunglongbing_(Citrus_greening)\0fe557bf-d9d7-4da8-80c1-14db3359b1f8___CREC_HLB 3940.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_309.0,Orange___Haunglongbing_(Citrus_greening):::OCT_19.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\c8f5394b-f88f-4e09-bab4-f93a0ad52b3e___CREC_HLB 4226.JPG,train\Orange___Haunglongbing_(Citrus_greening)\11e9d7be-f9db-41f7-8e37-6c90cb4b8de2___CREC_HLB 6694.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_90.0,Orange___Haunglongbing_(Citrus_greening):::OCT_535.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\c8f5394b-f88f-4e09-bab4-f93a0ad52b3e___CREC_HLB 4226.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e5e2cdea-35bb-4833-a48a-88bfdf0e9ab0___CREC_HLB 7571.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_90.0,Orange___Haunglongbing_(Citrus_greening):::OCT_752.0,False
8,False,train--validation,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\ce9f0209-2b92-48fc-b74b-f3fe409fdb62___CREC_HLB 3994.JPG,train\Orange___Haunglongbing_(Citrus_greening)\836f124c-c420-40d0-9101-f888ce2b6aea___CREC_HLB 4777.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_32.0,Orange___Haunglongbing_(Citrus_greening):::OCT_227.0,False
